account.licenseNumber;account.name;listing.address.city;listing.address.country;listing.address.street;listing.title
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Doutor Luís Carlos;São Paulo - Apartamento Padrão - Vila Aricanduva
515030-F-RJ;ESPINDOLA IMOBILIÁRIA;Rio de Janeiro;BR;Rua Francisco de Paula;Apartamento para aluguel com 75 metros quadrados com 2 quartos em Jacarepaguá - Rio de Janeiro - RJ
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Avenida João Scarparo Netto;Campinas - Apartamento Padrão - Loteamento Center Santa Genebra
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Antônio Cesarino;Campinas - Apartamento Padrão - Cambuí
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Cerro Corá;São Paulo - Apartamento Padrão - Vila Romana
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Avenida Aquidabã;Campinas - Apartamento Padrão - Centro
04420-J-MG;VILELA IMÓVEIS;Belo Horizonte;BR;Rua Lindolfo de Azevedo;Belo Horizonte - Apartamento Padrão - Jardim América
normal;LISBOA LINDENBAUM IMOVEIS LTDA.;Rio de Janeiro;BR;Praça Santos Dumont;PRAÇA SANTOS DUMONT 138 APT. 1007
021692-F-RJ;FBI IMOVEIS;Rio de Janeiro;BR;Praia do Flamengo;Apartamento para aluguel com 220 metros quadrados com 3 quartos em Flamengo - Rio de Janeiro - RJ
00137-J-PR;Gonzaga Imóveis;Curitiba;BR;Avenida Silva Jardim;CURITIBA - Apartamento Padrão - Seminário
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Rua Sargento Luís de Morais;Campinas - Apartamento Padrão - Jardim São Vicente
22671-J-SP;BONON e AMARAL IMÓVEIS;Campinas;BR;Rua Adelino Martins;Campinas - Apartamento Padrão - Mansões Santo Antônio
03327-J-MG;RIBEIRO E ARRABAL NEGÓCIOS IMOBILIÁRIOS LTDA;Juiz de Fora;BR;Rua São Jorge;Juiz de Fora - Apartamento Padrão - Granbery
00039-J-RS;Credito Real Imóveis Aluguéis;Caxias do Sul;BR;Rua Raimundo Tronchini;CAXIAS DO SUL - Apartamento padrão - RIO BRANCO
81511-F-SP;David Junior Imóveis;Sorocaba;BR;normal;Sorocaba - Apartamento Padrão - Parque Campolim
07382-J-RJ;RINK ADMINISTRACAO DE BENS & CONSULTORIA IMOBILIARIA LTDA - ME;Niterói;BR;Avenida Engenheiro Martins Romeo;Niterói - Apartamento Padrão - Ingá
normal;IMOBILIARIA PAULISTA IMOVEIS LTDA;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Jardim das Perdizes
24847-J-RS;Imobiliaria Millenium;Tramandaí;BR;normal;Tramandai - Apartamento Padrão - Centro
006944-J-RJ;ALICERCE CONSULTORIA IMOBILIÁRIA LTDA;Rio de Janeiro;BR;Rua Alberto Delfino;Apartamento para aluguel tem 130 metros quadrados com 3 quartos
03011-J-MG;CORACAO EUCARISTICO IMOVEIS LTDA;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Coração Eucarístico
22671-J-SP;BONON e AMARAL IMÓVEIS;Campinas;BR;normal;Campinas - Apartamento Padrão - Mansões Santo Antônio
24242-F-RJ;DM IMÓVEIS;Rio de Janeiro;BR;Rua Almirante Cochrane;TIJUCA - ALUGUEL - 2 QUARTOS - 1 VAGA
32272-J-SP;GIS;São José do Rio Preto;BR;normal;Apartamento Residencial para locação, Higienópolis, São José do Rio Preto - .
21803-J-SP;REAL CONSULTORIA IMOBILIARIA;Santos;BR;normal;Apartamento com 3 dormitórios VILA MARINA para alugar, 77 m² - Ponta da Praia - Santos/SP
515030-F-RJ;ESPINDOLA IMOBILIÁRIA;Rio de Janeiro;BR;Estrada do Rio Morto;Apartamento para aluguel com 95 metros quadrados com 3 quartos
047250-F-RJ;JOSE LUIZ AZEVEDO;Rio de Janeiro;BR;Rua Machado de Assis;Apartamento para aluguel tem 65 metros quadrados com 2 quartos em Flamengo - Rio de Janeiro - RJ
49997-F-RJ;MÁRCIO DE SOUZA QUEIROZ;Rio de Janeiro;BR;Rua Piauí;Alugo apto 3 qts com suíte no Up Norte Residencial
normal;ANAGÊ IMÓVEIS EIRELLI;Joinville;BR;Rua João Ravache;Apartamento com 2 quartos para alugar por 950.00, 66.00 m2 - SANTO ANTONIO - JOINVILLE/SC
168895-F-SP;THIAGO CHODRAUI ARAUJO DE VASCONCELLOS;Ribeirão Preto;BR;normal;Apartamento residencial para venda e locação, Centro, Ribeirão Preto.
32272-J-SP;GIS;São José do Rio Preto;BR;normal;Apartamento Residencial para locação, Iguatemi, São José do Rio Preto - .
21931-J-RS;G3 Assessoria Imobiliária;Rio Grande;BR;normal;Apartamento com 1 dormitório para alugar, 42 m² por 650,00/mês - Centro - Rio Grande/RS
00782-J-SC;Duda Imóveis Ltda;Criciúma;BR;normal;CRICIúMA - Padrão - Centro
28814-F-PR;EDUARDO DORIA;Palhoça;BR;Avenida Pedra Branca;PALHOçA - Apartamento Padrão - Pedra Branca
02733-J-SC;DINAMICA ASSESSORIA IMOBILIARIA LTDA ME;Blumenau;BR;Rua Tocantins;Apartamento - Victor Konder - Blumenau
28814-F-PR;EDUARDO DORIA;Sorocaba;BR;Rua Bento Gonçalves;SOROCABA - Apartamento Padrão - Vila Jardini
006944-J-RJ;ALICERCE CONSULTORIA IMOBILIÁRIA LTDA;Rio de Janeiro;BR;Estrada do Dendê;Apartamento para aluguel tem 70 metros quadrados com 2 quartos em Moneró - Rio de Janeiro - RJ
168895-F-SP;THIAGO CHODRAUI ARAUJO DE VASCONCELLOS;Ribeirão Preto;BR;normal;Apartamento residencial para venda e locação, Vila Ana Maria, Ribeirão Preto.
27335-J-SP;GARDEN SJC IMOVEIS;São José dos Campos;BR;normal;SÃO JOSÉ DOS CAMPOS - Padrão - Jardim Aquarius
24113-J-SP;CENTURY 21 Exclusive;Indaiatuba;BR;Rua Padre Vicente Rizzo;Apartamento com 2 dormitórios para alugar, 62 m² por 1.500,00/mês - Place View - Indaiatuba/SP
05994-J-RJ;JTAVARES ADMINISTRADORA IPANEMA;Rio de Janeiro;BR;Rua Paul Redfern;Rio de Janeiro - Apartamento Padrão - Ipanema
05994-J-RJ;JTAVARES ADMINISTRADORA IPANEMA;Rio de Janeiro;BR;Rua Raul Pompéia;Rio de Janeiro - Apartamento Padrão - Copacabana
00000-F-RJ;AGM'S Locação e Administração;Rio de Janeiro;BR;normal;Apartamento para aluguel e venda possui 40 metros quadrados com 1 quarto
00263-J-PB;Execut Consultoria  & Negócios Imobiliários LTDA;João Pessoa;BR;Avenida Cabo Branco;Apartamento para aluguel, Cabo Branco, João Pessoa - 21501
7095-J-RJ;Complan;Rio de Janeiro;BR;Rua Barata Ribeiro;Apartamento para aluguel tem 70 metros quadrados com 2 quartos em Copacabana - Rio de Janeiro - RJ
23675-J-SP;JUBRAN KFOURI IMÓVEIS S.A.;Campinas;BR;Avenida Princesa D'Oeste;APARTAMENTO RESIDENCIAL em CAMPINAS - SP, PROENÇA
04115-J-SC;IMOBILIARIA BORBA;Joinville;BR;normal;Apartamento Semi Mobiliado no Itinga
27646-J-SP;Innovar Imobiliária;Bauru;BR;normal;Apartamento
21893-J-SP;Pleno Imóveis;Campinas;BR;Rua Barreto Leme;apartamento - Cambuí - Campinas
00137-J-PR;Gonzaga Imóveis;Curitiba;BR;Avenida Silva Jardim;CURITIBA - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua São Venceslau;São Paulo - Apartamento Padrão - Jabaquara
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Doutor Francisco Ranieri;São Paulo - Apartamento Padrão - Santana
14226-J-SP;LELLO IMÓVEIS TATUAPÉ LOCAÇÃO;São Paulo;BR;Rua Padre Estevão Pernet;São Paulo - Apartamento Padrão - Tatuapé
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Soldado Sebastião Garcia;São Paulo - Apartamento Padrão - Parque Novo Mundo
21229-J-RS;SERGIO CORREA IMOVEIS LIMITADA - ME;Pelotas;BR;Rua General Argolo;PELOTAS - Apartamento Padrão - CENTRO
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua dos Macaxás;São Paulo - Apartamento Padrão - Bosque da Saúde
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Rua do Sol;Campinas - Apartamento Padrão - Jardim do Sol
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Tavares Bastos;Rio de Janeiro - Apartamento Padrão - Catete
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Araruana;Belo Horizonte - Apartamento Padrão - Salgado Filho
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Nossa Senhora de Sabará;São Paulo - Apartamento Padrão - Jardim Marajoara
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Francisco Cruz;São Paulo - Apartamento Padrão - Vila Mariana
normal;AT APARTAMENTOS;Rio de Janeiro;BR;Rua General Bruce;Apartamento com 2 quartos e garagem em São Cristóvão
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua Doutor Solon Fernandes;Guarulhos - Apartamento Padrão - Vila Rosália
020561-J-SP;A ACosta Imóveis Franca;Franca;BR;normal;Apartamento para alugar em FRANCA
19991-J-SP;MJ Imóveis;São Paulo;BR;Rua Doutor João Clímaco Pereira;São Paulo - Apartamento Padrão - Itaim Bibi
normal;REMAX URBAN;São Paulo;BR;Rua Marcus Pereira;São Paulo - Apartamento Padrão - Morumbi
10955-J-SP;Imovezon;São Paulo;BR;Rua Vilela;Apartamento de 85 metros quadrados no bairro Tatuapé com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Doutor Laerte Setúbal;São Paulo - Apartamento Padrão - Panamby
14226-J-SP;LELLO IMÓVEIS TATUAPÉ LOCAÇÃO;São Paulo;BR;Rua Tuiuti;São Paulo - Apartamento Padrão - Tatuapé
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Campinas;BR;Avenida Marechal Juarez Távora;Campinas - Apartamento Padrão - Campos Elíseos
46540-F-RJ;RIO NET IMÓVEIS;Rio de Janeiro;BR;Rua Anita Garibaldi;Apartamento para aluguel tem 65 metros quadrados com 1 quarto em Copacabana - Rio de Janeiro - RJ
047250-F-RJ;JOSE LUIZ AZEVEDO;Rio de Janeiro;BR;Rua Leite Leal;Apartamento para aluguel tem 130 metros quadrados com 3 quartos em Laranjeiras - Rio de Janeiro - RJ
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Santo André;BR;Rua Assunção;Santo André - Apartamento Padrão - Parque das Nações
20020-J-SP;START NEGOCIOS IMOBILIARIOS LTDA - ME;Campinas;BR;Rua Manoel Sylvestre de Freitas Filho;Campinas - Apartamento Padrão - Jardim Nova Europa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Niterói;BR;Rua Santa Rosa;Niterói - Apartamento Padrão - Santa Rosa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Barata Ribeiro;São Paulo - Apartamento Padrão - Consolação
063421-F-RJ;Fábio Barcellos Gomes de Oliveira;Rio de Janeiro;BR;Rua Timóteo da Costa;Três Quartos no Leblon
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Antônio Júlio dos Santos;São Paulo - Apartamento Padrão - Morumbi
00375-J-RJ;SANTOS ADMINISTRADORA DE IMOVEIS LTDA;Rio de Janeiro;BR;Rua Martins Ferreira;Apartamento 402 - Rua Martins Ferreira, Botafogo/RJ
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Viela Um;São Paulo - Apartamento Padrão - Freguesia do Ó
27255-J-SP;RCA Negócios Imobiliários LTDA-ME;São Caetano do Sul;BR;normal;SAO CAETANO DO SUL - Apartamento Padrão - FUNDACAO
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Aguapeí;São Paulo - Apartamento Padrão - Tatuapé
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Avenida Panamericana;Porto Alegre - Apartamento Padrão - Jardim Lindóia
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Arminda;São Paulo - Apartamento Padrão - Vila Olímpia
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Avenida Campista;Guarulhos - Apartamento Padrão - Vila Rosália
03011-J-MG;CORACAO EUCARISTICO IMOVEIS LTDA;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - Gameleira
00039-J-RS;Credito Real Imóveis Aluguéis;Bento Gonçalves;BR;Rua Alagoas;BENTO GONÇALVES - Apartamento padrão - Humaitá
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Apucarana;São Paulo - Apartamento Padrão - Tatuapé
03632-J-PR;Pedro Granado Imoveis;Maringá;BR;Rua Luiz Gama;Maringá - Apartamento Padrao - Zona 01
006616-J-RJ;Renascença Adm. Filial Barra World;Rio de Janeiro;BR;normal;Rio de Janeiro - Apartamento Padrão - BARRA DA TIJUCA
04177-J-PR;Imobiliaria Prates LTDA;Curitiba;BR;Rua Morretes;CURITIBA - Apartamento Padrão - Portão
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Santa Marina;São Paulo - Apartamento Padrão - Água Branca
04547-J-RJ;FERREIRA SOUTO IMÓVEIS EIRELI.;Niterói;BR;Rua Professor Otacílio;Niterói - Apartamento Padrão - Santa Rosa
00520-J-SP;SINAI IMOBILIARIA LTDA. - EPP;Barueri;BR;normal;BARUERI - Apartamento Padrão - Alphaville
24242-F-RJ;DM IMÓVEIS;Rio de Janeiro;BR;Rua Carlos Gois;LEBLON - ALUGUEL - 2 QUARTOS - 1 VAGA
23643-J-SP;Piccoloto Imóveis;Campinas;BR;Avenida Barão de Itapura;Campinas - Apartamento Padrão - Jardim Guanabara
131313-J-SP;Live Here Serviços Imobiliários;Ribeirão Preto;BR;Rua Montes Claros;Ribeirão Preto - Apartamento Padrão - Vila Monte Alegre
29076-J-SP;DUT PRIME IMÓVEIS;Campinas;BR;Avenida Doutor Jesuíno Marcondes Machado;Campinas - Apartamento Padrão - Nova Campinas
05381-J-RJ;NOBRE ADMINISTRAÇÃO E CORRETAGEM DE IMÓVEIS LTDA;Rio de Janeiro;BR;Rua Clóvis Beviláqua;Apartamento para aluguel possui 80 metros quadrados com 3 quartos em Tijuca - Rio de Janeiro - RJ
normal;METROPOLIS BROKERS;São Caetano do Sul;BR;Rua Silvia;São Caetano do Sul - Apartamento Padrão - Olímpico
35150-J-SP;Paulinho Imóveis Peruibe;Peruíbe;BR;normal;Apartamento em Condomínio Fechado para Locação Definitiva
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Filipe da Silva;São Paulo - Apartamento Padrão - Santana
04885-J-RJ;WR IMÓVEIS LTDA;Rio de Janeiro;BR;Rua Senador Vergueiro;Apartamento para aluguel possui 61 metros quadrados com 1 quarto em Flamengo - Rio de Janeiro - RJ
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Rua Engenheiro José Francisco Bento Homem de Mello;Campinas - Apartamento Padrão - Parque São Quirino
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Passagem Símbolo;São Paulo - Apartamento Padrão - Panamby
31617-J-SP;Ar7;Praia Grande;BR;Avenida Presidente Castelo Branco;Apartamento em praia grande no bairro Canto do Forte para locação
006944-J-RJ;ALICERCE CONSULTORIA IMOBILIÁRIA LTDA;Rio de Janeiro;BR;Rua Jaime Perdigão;Apartamento para aluguel com 90 metros quadrados com 3 quartos
04177-J-PR;Imobiliaria Prates LTDA;Curitiba;BR;Rua Engenheiro Niepce da Silva;CURITIBA - Apartamento Padrão - Portão
29076-J-SP;DUT PRIME IMÓVEIS;Sumare;BR;normal;Sumaré - Apartamento Padrão - Condomínio Residencial Viva Vista
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Brasília;BR;Quadra 301 Conjunto 7;Brasília - Apartamento Padrão - Samambaia
26720-F-SP;ANTONIO HENRIQUES DIAS;Bertioga;BR;normal;Bertioga - Apartamento Padrão - Maitinga
normal;Abivel Imóveis;São Paulo;BR;Rua dos Americanos;São Paulo - Apartamento Padrão - Barra Funda
04269-J-PR;CORTEZE IMOVEIS;São José dos Pinhais;BR;Rua Cláudio Pereira da Cruz;São José dos Pinhais - Apartamento Padrão - Iná
05172-J-SP;IMOBILIARIA NOVO PORTO SEGURO LTDA - EPP;São Paulo;BR;normal;SãO PAULO - Apartamento Padrão - Parque Edu Chaves
29744-J-SP;RENT IMÓVEIS;São Paulo;BR;Rua Constantino de Sousa;São Paulo - Apartamento Padrão - Campo Belo
normal;DELTACON LOCAÇÕES E CONDOMÍNIOS LTDA;Porto Alegre;BR;Rua Dona Eugênia;Apartamento para aluguel com 40 metros quadrados com 1 quarto em Santa Cecília - Porto Alegre - RS
00000-F-RJ;Fernanda Freitas;Rio de Janeiro;BR;Rua Vilhena de Morais;Apartamento para aluguel com 2 quartos na Barra da Tijuca - Rio de Janeiro / RJ
20220-J-SP;MAIA IMOVEIS;São Caetano do Sul;BR;normal;SAO CAETANO DO SUL - Apartamento Padrão - Santo Antônio
131313-J-SP;Live Here Serviços Imobiliários;Ribeirão Preto;BR;Rua Arnaldo Victaliano;Ribeirão Preto - Apartamento Padrão - Jardim Palma Travassos
20020-J-SP;START NEGOCIOS IMOBILIARIOS LTDA - ME;Campinas;BR;Rua Henrique Schroeder;Campinas - Apartamento Padrão - Taquaral
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Avenida Epitácio Pessoa;Rio de Janeiro - Apartamento Padrão - Lagoa
02010-J-SC;ANDREA CARDOSO COM DE IMOVEIS LTDA;Florianópolis;BR;Rua Orlando Odilio Koerich;FLORIANOPOLIS - Apartamento Padrão - ESTREITO
05696-J-RJ;HELIO GONCALVES E LEANDRO MENDONCA ADMINISTRACAO E CORRETAGEM DE IMOVEIS LTDA.;Niterói;BR;Rua Tiradentes;Apartamento para aluguel tem 80 metros quadrados com 2 quartos em Ingá - Niterói - RJ
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Shirley Regina das Chagas;Belo Horizonte - Apartamento Padrão - Castelo
01451-J-RJ;PREDIAL OPÇÃO LTDA;Rio de Janeiro;BR;Rua Cândido Magalhães;Apartamento de 105 metros quadrados no bairro Campo Grande com 3 quartos
44762-F-RJ;PASSOS IMOBILIÁRIA;Teresópolis;BR;Rua Paru;Apartamento em ótima localização, vista privilegiada, próximo ao Green Fruit!!
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua das Palmeiras;São Paulo - Apartamento Padrão - Santa Cecília
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Osasco;BR;Avenida Hilário Pereira de Souza;Osasco - Apartamento Padrão - Centro
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Joaquim Vilac;Campinas - Apartamento Padrão - Vila Teixeira
21729-J-SP;BELLA CASA IMOVEIS;São Paulo;BR;Rua Itanhaém;São Paulo - Apartamento Padrão - Vila Prudente
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Anália Franco;São Paulo - Apartamento Padrão - Jardim Anália Franco
05225-J-PR;IMOBILIÁRIA BONFIM;Curitiba;BR;Rodovia BR-116;CURITIBA - Apartamento Padrão - Fanny
14701-J-SP;Bauer Imóveis;Campinas;BR;Rua Piratininga;CAMPINAS - Apartamento Padrão - Chácara Da Barra
11349-J-SP;GALLINARI ADMINISTRACAO DE IMOVEIS LTDA;Campinas;BR;Rua José Ziggiatti;Campinas - Apartamento Padrão - Vila Progresso
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Terezina;Rio de Janeiro - Apartamento Padrão - Santa Teresa
163961-F-SP;House Fort;Praia Grande;BR;Avenida Presidente Castelo Branco;Praia Grande - Apartamento Padrão - Aviação
03524-J-MG;LOCUS ADMINSTRAÇÃO DE IMÓVEIS;Belo Horizonte;BR;Rua Bernardo Guimarães;Belo Horizonte - Apartamento Padrão - Lourdes
131313-J-SP;Live Here Serviços Imobiliários;São José dos Campos;BR;Avenida Doutor Nelson D'Avila;São José dos Campos - Padrão - Centro
13485-J-SP;Practical;São Paulo;BR;Rua Berto Conde;São Paulo - Apartamento Padrão - São Judas
14701-J-SP;Bauer Imóveis;Campinas;BR;Rua Piratininga;CAMPINAS - Apartamento Padrão - Chácara Da Barra
11349-J-SP;GALLINARI ADMINISTRACAO DE IMOVEIS LTDA;Campinas;BR;Rua José Ziggiatti;Campinas - Apartamento Padrão - Vila Progresso
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Terezina;Rio de Janeiro - Apartamento Padrão - Santa Teresa
029336-J-SP;Studio Imoveis Ltda - ME;São José dos Campos;BR;Rua Manoel Bosco Ribeiro;Apto. com 3dts ( 1 suite ) EXCELENTE LOCALIZAÇÃO - Jardim das Indústrias
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Tenente Garro;Belo Horizonte - Apartamento Padrão - Santa Efigênia
01554-J-MG;IMOBILIARIA VISAO LTDA - EPP;Uberaba;BR;normal;Uberaba - Apartamento Padrão - Nossa Senhora da Abadia
28894-J-SP;LIRA PEPECE IMOVEIS LTDA;Osasco;BR;normal;OSASCO - APARTAMENTO PADRÃO - CENTRO
35150-J-SP;Paulinho Imóveis Peruibe;Peruíbe;BR;normal;Alugo Apartamento Duplex para Locação na praia de Peruíbe - Vista Panorâmica!
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Harmonia;São Paulo - Apartamento Padrão - Vila Madalena
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Brasília;BR;Avenida das Araucárias;Brasília - Apartamento Padrão - Águas Claras
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Santo André;BR;Rua Jequitinhonha;Santo André - Apartamento Padrão - Campestre
04482-J-RJ;REALLER IMÓVEIS;Rio de Janeiro;BR;Rua Barata Ribeiro;Rio de Janeiro - Apartamento Padrão - COPACABANA
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Nove de Julho;São Paulo - Apartamento Padrão - Consolação
20288-J-RS;Imobiliária Dimóvel Ltda.;Porto Alegre;BR;Rua João Mora;PORTO ALEGRE - Apartamento Padrão - CAMAQUÃ
30295-J-SP;VILA PARK IMÓVEIS;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Jaguaré
16377-J-SP;SCHEID IMÓVEIS - MARAJOARA;São Paulo;BR;Avenida Nossa Senhora do Sabará;São Paulo - Apartamento Padrão - Jardim Marajoara
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua General Jardim;São Paulo - Apartamento Padrão - Santa Cecília
23643-J-SP;Piccoloto Imóveis;Campinas;BR;Rua Alecrins;Campinas - Apartamento Padrão - Cambuí
22236-J-SP;LOCAL IMÓVEIS - ALTO DE PINHEIROS;São Paulo;BR;Rua Heitor Penteado;São Paulo - Apartamento Padrão - VILA MADALENA
normal;METROPOLIS BROKERS;São Caetano do Sul;BR;Rua Vinte e Oito de Julho;São Caetano do Sul - Apartamento Padrão - Fundação
normal;ATITUDE IMÓVEIS;Rio de Janeiro;BR;Rua Coronel Paulo Malta Rezende;Apartamento de 64 metros quadrados no bairro Barra da Tijuca com 2 quartos
12735-J-SP;KHONDO;Guarujá;BR;Avenida Praxedes Pinto de Abreu;GUARUJá - Apartamento Padrão - Jardim Astúrias
167474-F-SP;EDUARDO DE FREITAS BRAGA;Guarulhos;BR;Rua Rui Barbosa;Apartamento para aluguel e venda possui 95 metros quadrados com 3 quartos
normal;Brognoli Digital;Florianópolis;BR;Rodovia Admar Gonzaga;FLORIANÓPOLIS - Apartamento Padrão - ITACORUBI
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Nova York;São Paulo - Apartamento Padrão - Brooklin
35315-F-RS;IMOBILIÁRIA RODRIGUES;Portão;BR;normal;Portão - Apartamento Padrão - Centro
14226-J-SP;LELLO IMÓVEIS TATUAPÉ LOCAÇÃO;São Paulo;BR;Rua Jaboticabal;São Paulo - Apartamento Padrão - Mooca
24667-J-RS;LYON IMOVEIS LTDA - ME;Porto Alegre;BR;Rua Menachem Begin;Porto Alegre - Apartamento Padrão - Jardim Planalto
28814-F-PR;EDUARDO DORIA;Pelotas;BR;Avenida Presidente Juscelino Kubitschek de Oliveira;PELOTAS - Apartamento Padrão - São Gonçalo
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua Pajura;Rio de Janeiro - Apartamento Padrão - Taquara
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Padre Antônio José dos Santos;São Paulo - Apartamento Padrão - Brooklin
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Caetano do Sul;BR;Avenida Líbero Badaró;São Caetano do Sul - Apartamento Padrão - Jardim São Caetano
03214-J-MG;MIRIAN DAYRELL IMÓVEIS;Belo Horizonte;BR;normal;Belo Horizonte - Apartamento Padrão - São Pedro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua José Antônio Coelho;São Paulo - Apartamento Padrão - Vila Mariana
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;São Bernardo do Campo;BR;Rua Vinte e Três de Maio;SÃO BERNARDO DO CAMPO - Apartamento Padrão - ANCHIETA
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Rego Barros;São Paulo - Apartamento Padrão - Vila Formosa
normal;DELTACON LOCAÇÕES E CONDOMÍNIOS LTDA;Porto Alegre;BR;Rua Fernandes Vieira;Excelente dois quartos no Bom fim.
